observer,id,observed_on,user_id,url,image_url,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,status,Habitat_forest_open,part_or_whole,leaves,flowers_or_buds,open_flowers,fruit,ripe_fruit
b,16150051,9/2/18,761401,https://www.inaturalist.org/observations/16150051,https://static.inaturalist.org/photos/24208256/medium.jpg?1535929489,40.61150833,-79.69548833,Westmoreland,Pennsylvania,United States,Ambrosia artemisiifolia,common ragweed,Asteraceae,n,o,w,y,y,y,n,n
b,16566471,9/6/18,761401,https://www.inaturalist.org/observations/16566471,https://static.inaturalist.org/photos/24949172/medium.jpg?1537046797,39.76025833,-79.1358945,Somerset,Pennsylvania,United States,Ambrosia artemisiifolia,common ragweed,Asteraceae,n,o,w,y,n,n,y,y
b,16838904,9/22/18,761401,https://www.inaturalist.org/observations/16838904,https://static.inaturalist.org/photos/25430368/medium.jpg?1537728594,40.26894667,-79.29659167,Westmoreland,Pennsylvania,United States,Ambrosia artemisiifolia,common ragweed,Asteraceae,n,o,w,y,n,n,y,y
b,17111110,10/1/18,154438,https://www.inaturalist.org/observations/17111110,https://static.inaturalist.org/photos/25911888/medium.jpeg?1538430987,40.42916489,-79.95277405,Allegheny,Pennsylvania,United States,Ambrosia artemisiifolia,common ragweed,Asteraceae,n,o,w,y,y,n,n,n
b,17112291,10/1/18,120779,https://www.inaturalist.org/observations/17112291,https://static.inaturalist.org/photos/25914204/medium.jpg?1538433585,40.7051043,-79.55733993,Armstrong,Pennsylvania,United States,Ambrosia artemisiifolia,common ragweed,Asteraceae,n,o,p,y,n,n,n,n
b,5731563,4/15/17,297053,https://www.inaturalist.org/observations/5731563,https://static.inaturalist.org/photos/7108315/medium.jpg?1492287827,40.41533557,-80.03629041,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,p,y,n,n,n,n
b,6965974,7/8/17,511865,https://www.inaturalist.org/observations/6965974,https://static.inaturalist.org/photos/8910367/medium.jpg?1499519920,40.42714351,-79.8932403,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,6970737,7/8/17,2370,https://www.inaturalist.org/observations/6970737,https://static.inaturalist.org/photos/8917490/medium.jpg?1499545608,40.34252799,-80.10939407,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,6970775,7/8/17,2370,https://www.inaturalist.org/observations/6970775,https://static.inaturalist.org/photos/8917547/medium.jpg?1499545720,40.34319875,-80.10986312,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,6976395,7/8/17,2370,https://www.inaturalist.org/observations/6976395,https://static.inaturalist.org/photos/8926556/medium.jpg?1499570789,40.34321667,-80.10993883,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,7110277,7/18/17,507119,https://www.inaturalist.org/observations/7110277,https://static.inaturalist.org/photos/9143182/medium.jpeg?1500422453,40.42733705,-79.8991363,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,7399886,8/7/17,553261,https://www.inaturalist.org/observations/7399886,https://static.inaturalist.org/photos/9608343/medium.jpg?1502151830,40.44171643,-79.90018148,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,8213141,10/1/17,48428,https://www.inaturalist.org/observations/8213141,https://static.inaturalist.org/photos/10883899/medium.jpg?1506905911,41.15994698,-79.76444489,Butler,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,y,y
b,8219506,9/29/17,2470,https://www.inaturalist.org/observations/8219506,https://static.inaturalist.org/photos/10895002/medium.jpeg?1506952050,40.32819674,-80.10006309,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,8481843,10/20/17,2370,https://www.inaturalist.org/observations/8481843,https://static.inaturalist.org/photos/11311009/medium.jpg?1508535320,40.323105,-79.84531333,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11524123,4/27/18,427249,https://www.inaturalist.org/observations/11524123,https://static.inaturalist.org/photos/16451617/medium.jpg?1524854451,40.31811347,-80.10890935,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11524209,4/27/18,427249,https://www.inaturalist.org/observations/11524209,https://static.inaturalist.org/photos/16451659/medium.jpg?1524854466,40.31811347,-80.10890935,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11526235,4/27/18,35327,https://www.inaturalist.org/observations/11526235,https://static.inaturalist.org/photos/16454642/medium.jpeg?1524855448,40.44155502,-79.94847107,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11564792,4/27/18,4351,https://www.inaturalist.org/observations/11564792,https://static.inaturalist.org/photos/16516023/medium.jpeg?1524880157,40.58527756,-79.8813858,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11731072,4/28/18,23949,https://www.inaturalist.org/observations/11731072,https://static.inaturalist.org/photos/16774522/medium.jpg?1525001142,40.46715498,-79.92426365,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11796463,4/29/18,303608,https://www.inaturalist.org/observations/11796463,https://static.inaturalist.org/photos/16873416/medium.jpg?1525037957,40.4254,-79.90612833,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11808544,4/29/18,2370,https://www.inaturalist.org/observations/11808544,https://static.inaturalist.org/photos/16891990/medium.jpg?1525043482,40.53516333,-79.78371333,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11937366,4/30/18,773356,https://www.inaturalist.org/observations/11937366,https://static.inaturalist.org/photos/17091880/medium.jpeg?1525131739,40.49039177,-80.15416894,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,11940709,4/30/18,35327,https://www.inaturalist.org/observations/11940709,https://static.inaturalist.org/photos/17097162/medium.jpeg?1525133504,40.40894318,-79.90019989,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,y,n,n,n
b,11947072,4/30/18,35327,https://www.inaturalist.org/observations/11947072,https://static.inaturalist.org/photos/17107044/medium.jpeg?1525136332,40.42918015,-79.95267487,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,12546742,5/17/18,297053,https://www.inaturalist.org/observations/12546742,https://static.inaturalist.org/photos/18123522/medium.jpg?1526573567,40.5128468,-80.18329409,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,12610920,5/19/18,918135,https://www.inaturalist.org/observations/12610920,https://static.inaturalist.org/photos/18234441/medium.jpeg?1526754174,40.42230745,-79.8201925,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,12626341,5/19/18,303608,https://www.inaturalist.org/observations/12626341,https://static.inaturalist.org/photos/18262131/medium.jpg?1526784230,40.338495,-80.11268617,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,13302858,6/10/18,616772,https://www.inaturalist.org/observations/13302858,https://static.inaturalist.org/photos/19481623/medium.jpg?1528651696,40.29989591,-80.10910951,Washington,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,13308229,6/10/18,2370,https://www.inaturalist.org/observations/13308229,https://static.inaturalist.org/photos/19490233/medium.jpg?1528660038,40.43132,-79.900575,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,13582864,6/19/18,616772,https://www.inaturalist.org/observations/13582864,https://static.inaturalist.org/photos/19977280/medium.jpg?1529423407,40.4998587,-80.14766447,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,13980760,6/24/18,971360,https://www.inaturalist.org/observations/13980760,https://static.inaturalist.org/photos/20673035/medium.jpg?1530543628,40.47712995,-79.91025435,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,13995850,6/10/18,474164,https://www.inaturalist.org/observations/13995850,https://static.inaturalist.org/photos/20643888/medium.jpeg?1530491177,40.4348492,-79.9424886,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,14013856,7/3/18,1012343,https://www.inaturalist.org/observations/14013856,https://static.inaturalist.org/photos/20730053/medium.jpg?1530634406,40.33828821,-80.11276142,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,16138397,9/2/18,154438,https://www.inaturalist.org/observations/16138397,https://static.inaturalist.org/photos/24188317/medium.jpeg?1535910848,40.42944336,-79.95222473,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,y,n,n,n
b,16141690,9/2/18,154438,https://www.inaturalist.org/observations/16141690,https://static.inaturalist.org/photos/24194009/medium.jpeg?1535915673,40.42972183,-79.95277405,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,y,n,n,n
b,16151473,9/2/18,761401,https://www.inaturalist.org/observations/16151473,https://static.inaturalist.org/photos/24210957/medium.jpg?1535932280,40.61185,-79.69516667,Westmoreland,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,y,n,n,n
b,16454177,9/12/18,553261,https://www.inaturalist.org/observations/16454177,https://static.inaturalist.org/photos/24761803/medium.jpg?1536768369,40.44118026,-79.89695013,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,y,y
b,16534073,9/14/18,761401,https://www.inaturalist.org/observations/16534073,https://static.inaturalist.org/photos/24891403/medium.jpg?1536959924,40.440105,-79.94673833,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,y,n,n,n
b,16731477,9/20/18,761401,https://www.inaturalist.org/observations/16731477,https://static.inaturalist.org/photos/25246674/medium.jpg?1537482128,40.57310833,-79.563745,Armstrong,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,y,y
b,16979776,9/27/18,761401,https://www.inaturalist.org/observations/16979776,https://static.inaturalist.org/photos/25670099/medium.jpg?1538087550,40.485895,-79.91028667,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,y,y
b,17188698,10/3/18,1253501,https://www.inaturalist.org/observations/17188698,https://static.inaturalist.org/photos/26052029/medium.jpg?1538667704,41.15554482,-80.07894169,Mercer,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,p,n,n,n,y,y
b,17235487,10/5/18,154438,https://www.inaturalist.org/observations/17235487,https://static.inaturalist.org/photos/26136884/medium.jpeg?1538798598,40.43361282,-79.93416595,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,17725313,9/28/18,406271,https://www.inaturalist.org/observations/17725313,https://static.inaturalist.org/photos/27026311/medium.jpeg?1540163071,40.5518639,-79.8316001,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,17963444,10/30/18,1294770,https://www.inaturalist.org/observations/17963444,https://static.inaturalist.org/photos/27452738/medium.jpg?1540918696,40.45350698,-80.01447799,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,w,y,n,n,n,n
b,18022084,11/1/18,527741,https://www.inaturalist.org/observations/18022084,https://static.inaturalist.org/photos/27552795/medium.jpeg?1541122434,40.57777602,-80.18424423,Allegheny,Pennsylvania,United States,Artemisia vulgaris,common mugwort,Asteraceae,i,o,p,y,n,n,n,n
b,6886074,7/2/17,483733,https://www.inaturalist.org/observations/6886074,https://static.inaturalist.org/photos/8783216/medium.jpeg?1499001040,40.31361002,-80.00329639,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,6886145,7/2/17,522447,https://www.inaturalist.org/observations/6886145,https://static.inaturalist.org/photos/8783297/medium.jpeg?1499001647,40.31403795,-80.00310542,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,6971059,7/8/17,2370,https://www.inaturalist.org/observations/6971059,https://static.inaturalist.org/photos/8918030/medium.jpg?1499546563,40.33861167,-80.11035283,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,7029218,7/6/17,300278,https://www.inaturalist.org/observations/7029218,https://static.inaturalist.org/photos/9016114/medium.jpg?1499898676,40.41944266,-79.91455078,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,7039406,7/12/17,5813,https://www.inaturalist.org/observations/7039406,https://static.inaturalist.org/photos/9031070/medium.jpeg?1499970769,40.608929,-80.141463,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,7090384,7/17/17,321387,https://www.inaturalist.org/observations/7090384,https://static.inaturalist.org/photos/9109759/medium.jpeg?1500310787,40.3239032,-80.0141908,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,7108724,7/18/17,154438,https://www.inaturalist.org/observations/7108724,https://static.inaturalist.org/photos/9140407/medium.jpeg?1500414713,40.42626305,-79.90595422,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,n,n,n
b,7281609,7/29/17,405153,https://www.inaturalist.org/observations/7281609,https://static.inaturalist.org/photos/9416078/medium.jpeg?1501443030,40.7241094,-79.7565197,Butler,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,7447190,8/11/17,409875,https://www.inaturalist.org/observations/7447190,https://static.inaturalist.org/photos/9684569/medium.jpeg?1502463981,40.91727448,-80.05366516,Butler,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,7673739,8/27/17,605235,https://www.inaturalist.org/observations/7673739,https://static.inaturalist.org/photos/10049341/medium.jpg?1503849507,40.33440328,-79.20282335,Westmoreland,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,8219483,9/29/17,2470,https://www.inaturalist.org/observations/8219483,https://static.inaturalist.org/photos/10894766/medium.jpeg?1506951212,40.33095333,-80.10760331,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,8367219,10/11/17,154438,https://www.inaturalist.org/observations/8367219,https://static.inaturalist.org/photos/11124406/medium.jpg?1507773656,40.59,-79.95694444,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,8419242,10/15/17,120779,https://www.inaturalist.org/observations/8419242,https://static.inaturalist.org/photos/11208147/medium.jpg?1508106782,39.87978275,-79.5934366,Fayette,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,8622410,10/30/17,35327,https://www.inaturalist.org/observations/8622410,https://static.inaturalist.org/photos/11536269/medium.jpeg?1509402797,40.43478775,-79.94745636,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13201406,6/6/18,35327,https://www.inaturalist.org/observations/13201406,https://static.inaturalist.org/photos/19301147/medium.jpeg?1528370689,40.43706894,-79.94682312,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13303786,6/10/18,1018071,https://www.inaturalist.org/observations/13303786,https://static.inaturalist.org/photos/19482814/medium.jpeg?1528652876,40.43705037,-79.94678689,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13304190,6/10/18,527741,https://www.inaturalist.org/observations/13304190,https://static.inaturalist.org/photos/19483588/medium.jpeg?1528653645,40.43708346,-79.94687204,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13339505,6/11/18,701631,https://www.inaturalist.org/observations/13339505,https://static.inaturalist.org/photos/19546466/medium.jpeg?1528740595,40.46229369,-79.96765938,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13348883,6/11/18,35327,https://www.inaturalist.org/observations/13348883,https://static.inaturalist.org/photos/19564042/medium.jpeg?1528758808,40.43523788,-79.94752502,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,y,n,n,n,n
b,13491500,6/10/18,474164,https://www.inaturalist.org/observations/13491500,https://static.inaturalist.org/photos/19813665/medium.jpeg?1529182166,40.4348492,-79.9424886,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13503431,6/15/18,406271,https://www.inaturalist.org/observations/13503431,https://static.inaturalist.org/photos/19835406/medium.jpeg?1529202228,40.31511183,-79.93639247,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13518605,6/17/18,616772,https://www.inaturalist.org/observations/13518605,https://static.inaturalist.org/photos/19863095/medium.jpg?1529251868,40.30080678,-80.15789421,Washington,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13579075,6/19/18,1012343,https://www.inaturalist.org/observations/13579075,https://static.inaturalist.org/photos/19970223/medium.jpg?1529412759,40.34003366,-80.10928083,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13582223,6/19/18,616772,https://www.inaturalist.org/observations/13582223,https://static.inaturalist.org/photos/19976034/medium.jpg?1529421835,40.49955457,-80.14861404,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13594271,6/19/18,761401,https://www.inaturalist.org/observations/13594271,https://static.inaturalist.org/photos/19997785/medium.jpg?1529450389,40.463295,-79.95337833,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13594515,6/19/18,761401,https://www.inaturalist.org/observations/13594515,https://static.inaturalist.org/photos/19998294/medium.jpg?1529451169,40.46331667,-79.953445,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13610370,6/20/18,616772,https://www.inaturalist.org/observations/13610370,https://static.inaturalist.org/photos/20027048/medium.jpg?1529508729,40.48445045,-80.15287058,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13667226,6/21/18,35327,https://www.inaturalist.org/observations/13667226,https://static.inaturalist.org/photos/20125846/medium.jpeg?1529674799,40.43674088,-79.94697571,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13685652,6/10/18,474164,https://www.inaturalist.org/observations/13685652,https://static.inaturalist.org/photos/20157229/medium.jpeg?1529712576,40.4348492,-79.9424886,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13861619,6/28/18,1038625,https://www.inaturalist.org/observations/13861619,https://static.inaturalist.org/photos/20461047/medium.jpg?1530203212,40.45378514,-79.9904262,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,13865468,6/28/18,266891,https://www.inaturalist.org/observations/13865468,https://static.inaturalist.org/photos/20467624/medium.jpg?1530211963,40.32582293,-80.03413224,Washington,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,13989346,7/2/18,829265,https://www.inaturalist.org/observations/13989346,https://static.inaturalist.org/photos/20688142/medium.jpg?1530559721,40.62526473,-80.00685187,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14081509,7/5/18,830553,https://www.inaturalist.org/observations/14081509,https://static.inaturalist.org/photos/20847322/medium.jpg?1530819122,40.62073739,-80.00492027,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14101318,7/6/18,616772,https://www.inaturalist.org/observations/14101318,https://static.inaturalist.org/photos/20883437/medium.jpg?1530884145,40.31382227,-80.22477581,Washington,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14169067,7/8/18,1016647,https://www.inaturalist.org/observations/14169067,https://static.inaturalist.org/photos/21005583/medium.jpeg?1531065896,40.4218301,-79.90864912,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14286843,7/12/18,753412,https://www.inaturalist.org/observations/14286843,https://static.inaturalist.org/photos/21214743/medium.jpg?1531404001,40.53070301,-79.79276894,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14352031,7/14/18,652190,https://www.inaturalist.org/observations/14352031,https://static.inaturalist.org/photos/21329238/medium.jpeg?1531588789,40.43080521,-79.90723419,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,n,y,y,n,n
b,14401287,7/14/18,1038158,https://www.inaturalist.org/observations/14401287,https://static.inaturalist.org/photos/21419582/medium.jpg?1531703208,40.9115243,-79.8296743,Butler,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,14521958,7/18/18,733239,https://www.inaturalist.org/observations/14521958,https://static.inaturalist.org/photos/21623574/medium.jpg?1532029058,40.40760833,-80.1559055,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14566766,7/19/18,761401,https://www.inaturalist.org/observations/14566766,https://static.inaturalist.org/photos/21705018/medium.jpg?1532171282,40.50644667,-79.85742167,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,14603534,7/22/18,968343,https://www.inaturalist.org/observations/14603534,https://static.inaturalist.org/photos/21769948/medium.jpeg?1532265331,40.304336,-79.9928119,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14690683,7/24/18,1053574,https://www.inaturalist.org/observations/14690683,https://static.inaturalist.org/photos/21902448/medium.jpeg?1532449808,40.33787871,-80.11020603,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,14704861,7/24/18,761401,https://www.inaturalist.org/observations/14704861,https://static.inaturalist.org/photos/21927943/medium.jpg?1532482525,40.43694667,-79.94654167,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,14846184,7/28/18,1070465,https://www.inaturalist.org/observations/14846184,https://static.inaturalist.org/photos/22162348/medium.jpeg?1532807909,40.4506112,-79.8992419,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,14985121,7/31/18,295245,https://www.inaturalist.org/observations/14985121,https://static.inaturalist.org/photos/22353376/medium.jpg?1533046784,40.4299764,-79.90033,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,15045071,8/2/18,904944,https://www.inaturalist.org/observations/15045071,https://static.inaturalist.org/photos/22458413/medium.jpeg?1533222938,40.61979059,-80.03126386,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,15101488,8/4/18,45571,https://www.inaturalist.org/observations/15101488,https://static.inaturalist.org/photos/22557834/medium.jpg?1533389846,40.47468667,-79.922225,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,15251539,8/8/18,1131315,https://www.inaturalist.org/observations/15251539,https://static.inaturalist.org/photos/22819033/medium.jpg?1533781329,40.42769399,-79.90016274,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,15348581,8/12/18,1130301,https://www.inaturalist.org/observations/15348581,https://static.inaturalist.org/photos/22993133/medium.jpg?1534082508,40.42631898,-79.90366529,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,15349180,8/12/18,913325,https://www.inaturalist.org/observations/15349180,https://static.inaturalist.org/photos/22994357/medium.jpg?1534084059,40.59153657,-79.99255909,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,15447306,8/15/18,1130704,https://www.inaturalist.org/observations/15447306,https://static.inaturalist.org/photos/23173739/medium.jpg?1534343449,40.16045528,-80.34663023,Washington,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,15922704,8/26/18,154438,https://www.inaturalist.org/observations/15922704,https://static.inaturalist.org/photos/23818988/medium.jpeg?1535317073,40.43000031,-79.95305634,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,y,y,y,n,n
b,16029577,8/30/18,740209,https://www.inaturalist.org/observations/16029577,https://static.inaturalist.org/photos/24012544/medium.jpg?1535641638,40.43696167,-79.94718,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,16429403,9/11/18,120779,https://www.inaturalist.org/observations/16429403,https://static.inaturalist.org/photos/24719736/medium.jpg?1536696218,40.72468667,-79.570105,Armstrong,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,16453883,9/12/18,1177407,https://www.inaturalist.org/observations/16453883,https://static.inaturalist.org/photos/24761200/medium.jpeg?1536767714,40.46151352,-79.9285965,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,w,y,y,y,n,n
b,16599528,9/7/18,2991,https://www.inaturalist.org/observations/16599528,https://static.inaturalist.org/photos/25008038/medium.jpeg?1537125344,40.4448708,-80.17264965,Allegheny,Pennsylvania,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,16685140,9/19/18,1218943,https://www.inaturalist.org/observations/16685140,https://static.inaturalist.org/photos/25166109/medium.jpeg?1537365208,39.71929444,-80.22263333,Monongalia,West Virginia,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
b,16685176,9/19/18,1218893,https://www.inaturalist.org/observations/16685176,https://static.inaturalist.org/photos/25166179/medium.jpg?1537365359,39.72037506,-80.22304533,Monongalia,West Virginia,United States,Cichorium intybus,chicory,Asteraceae,i,o,p,n,y,y,n,n
